angle-from-z,ic-,ic+,center-,center+,ic- from fit,ic+ from fit,rmse-,rmse+,#points in -fit,#points in +fit,gate,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err,parent_csv
120.0,-2.578244043988843e-06,2.5603744743463044e-06,-6.624961680827547e-05,-1.9619931776810385e-05,-2.577450015863802e-06,2.560667797182948e-06,8.536253861900261e-10,1.4047639969958927e-09,17,21,-4.2,2024/06/Data_0618/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-077.hdf5,-1.678221868085405e-08,1.6437877561303183e-09,5.13811781304675e-06,1.6437877561303183e-09,-0.0032662191276035,0.0003199219216131,Wsc=0.9um-NNE_diode-angle_20mT_-4.2V/data.csv
135.0,-2.591088144865167e-06,2.580386983565104e-06,-6.19845793780189e-05,-1.5102259488837395e-05,-2.5905714417286104e-06,2.580662912931826e-06,5.982619047539934e-10,1.2332368329255783e-09,17,21,-4.2,2024/06/Data_0618/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-077.hdf5,-9.90852879678454e-09,1.370689750732888e-09,5.171234354660436e-06,1.370689750732888e-09,-0.0019160858157307,0.000265060945393,Wsc=0.9um-NNE_diode-angle_20mT_-4.2V/data.csv
150.0,-2.606934002467546e-06,2.6032067290249774e-06,-6.433862516108735e-05,-1.8095411259124387e-05,-2.6066045027911184e-06,2.6032350380588194e-06,6.891016768614756e-10,1.0702331279872434e-09,15,21,-4.2,2024/06/Data_0618/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-077.hdf5,-3.36946473229897e-09,1.272894366903498e-09,5.209839540849938e-06,1.272894366903498e-09,-0.0006467501937207,0.0002443251127294,Wsc=0.9um-NNE_diode-angle_20mT_-4.2V/data.csv
165.0,-2.6190703401697543e-06,2.620380664282989e-06,-5.614462204951604e-05,-1.0051871234418787e-05,-2.618571457684152e-06,2.620819656383606e-06,7.066857721297464e-10,1.041095016742842e-09,19,21,-4.2,2024/06/Data_0618/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-077.hdf5,2.248198699454276e-09,1.2582859827628195e-09,5.239391114067758e-06,1.2582859827628195e-09,0.0004290954140487,0.0002401588412103,Wsc=0.9um-NNE_diode-angle_20mT_-4.2V/data.csv
180.0,-2.625750444480028e-06,2.6304829032929035e-06,-5.708914376531e-05,-1.0981913973286975e-05,-2.6258020060643675e-06,2.6308248840365134e-06,8.910189298613634e-10,8.354744190314702e-10,19,21,-4.2,2024/06/Data_0618/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-077.hdf5,5.0228779721458895e-09,1.221446780759302e-09,5.2566268901008805e-06,1.221446780759302e-09,0.0009555325263059,0.0002323633318308,Wsc=0.9um-NNE_diode-angle_20mT_-4.2V/data.csv
195.0,-2.624828109252068e-06,2.6302029043507e-06,-4.998662023789131e-05,-4.114073524363881e-06,-2.624767581065045e-06,2.6293464410225177e-06,8.18522290806348e-10,7.198133150958307e-10,19,19,-4.2,2024/06/Data_0618/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-077.hdf5,4.57885995747291e-09,1.0900045638143546e-09,5.2541140220875625e-06,1.0900045638143546e-09,0.0008714808887329,0.000207457427294,Wsc=0.9um-NNE_diode-angle_20mT_-4.2V/data.csv
210.0,-2.6184824149062147e-06,2.617696803939865e-06,-4.88514201755058e-05,-2.722096621369652e-06,-2.617871724309471e-06,2.616570656760229e-06,9.734573018717702e-10,9.925292615236066e-10,21,19,-4.2,2024/06/Data_0618/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-078.hdf5,-1.3010675492420482e-09,1.390227842315087e-09,5.2344423810697e-06,1.390227842315087e-09,-0.000248558959011,0.0002655923561768,Wsc=0.9um-NNE_diode-angle_20mT_-4.2V/data.csv
225.0,-2.60359465809823e-06,2.595456541750507e-06,-4.970416957866816e-05,-3.077114173027624e-06,-2.6045955012630496e-06,2.596607845810567e-06,8.013488379197997e-10,8.49373993445339e-10,21,19,-4.2,2024/06/Data_0618/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-078.hdf5,-7.98765545248243e-09,1.167731193715701e-09,5.201203347073617e-06,1.167731193715701e-09,-0.0015357321987759,0.0002245120009398,Wsc=0.9um-NNE_diode-angle_20mT_-4.2V/data.csv
240.0,-2.588600165696984e-06,2.573304710785962e-06,-4.259588291940642e-05,4.192446202443381e-06,-2.5886387400054693e-06,2.57396506821898e-06,1.0607312655806962e-09,7.422011874123331e-10,21,17,-4.2,2024/06/Data_0618/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-078.hdf5,-1.4673671786489508e-08,1.2946093698010616e-09,5.162603808224449e-06,1.2946093698010616e-09,-0.0028423005776877,0.0002507677612391,Wsc=0.9um-NNE_diode-angle_20mT_-4.2V/data.csv
255.0,-2.575926255225584e-06,2.556085137441165e-06,-4.322935027275108e-05,3.5748316107455048e-06,-2.5759715884938963e-06,2.556825195920174e-06,1.0946387580498838e-09,7.917290005700021e-10,21,17,-4.2,2024/06/Data_0618/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-078.hdf5,-1.91463925737222e-08,1.3509510801537435e-09,5.13279678441407e-06,1.3509510801537435e-09,-0.0037302066257251,0.0002632016297797,Wsc=0.9um-NNE_diode-angle_20mT_-4.2V/data.csv
270.0,-2.573931294955081e-06,2.550339231928573e-06,-3.739066402722735e-05,9.446175957762772e-06,-2.574365239526222e-06,2.549835993753883e-06,9.995763161765164e-10,9.458323901644784e-10,23,17,-4.2,2024/06/Data_0618/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-078.hdf5,-2.4529245772338653e-08,1.3761365201698795e-09,5.124201233280105e-06,1.3761365201698795e-09,-0.0047869403748293,0.0002685593762569,Wsc=0.9um-NNE_diode-angle_20mT_-4.2V/data.csv
285.0,-2.579812755764876e-06,2.550326642121535e-06,-3.660135049796261e-05,9.984436627824143e-06,-2.579185386319404e-06,2.550284430480022e-06,8.232703108504e-10,9.094696413796535e-10,23,17,-4.2,2024/06/Data_0618/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-078.hdf5,-2.8900955839382146e-08,1.2267473388269283e-09,5.129469816799427e-06,1.2267473388269283e-09,-0.0056342968906316,0.0002391605476235,Wsc=0.9um-NNE_diode-angle_20mT_-4.2V/data.csv
300.0,-2.593275427308083e-06,2.557890263715519e-06,-3.862306661567516e-05,7.681149987503545e-06,-2.592696131737848e-06,2.5580825013632324e-06,6.289108076588437e-10,9.244788174464371e-10,21,17,-4.2,2024/06/Data_0618/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-078.hdf5,-3.4613630374615736e-08,1.1181189059743431e-09,5.15077863310108e-06,1.1181189059743431e-09,-0.0067200772621393,0.000217082548513,Wsc=0.9um-NNE_diode-angle_20mT_-4.2V/data.csv
315.0,-2.6114087220921243e-06,2.5703166656372254e-06,-4.101271795493468e-05,5.484564667627731e-06,-2.61222774297766e-06,2.5697638394877937e-06,1.073123027263124e-09,7.621328927858525e-10,21,17,-4.2,2024/06/Data_0618/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-078.hdf5,-4.246390348986631e-08,1.3162217054541016e-09,5.181991582465454e-06,1.3162217054541016e-09,-0.0081945141774358,0.0002540077257846,Wsc=0.9um-NNE_diode-angle_20mT_-4.2V/data.csv
330.0,-2.633394856385115e-06,2.581458516430616e-06,-4.615104368257207e-05,-1.2322570718670445e-07,-2.633101097912777e-06,2.581834010271873e-06,8.497428377605423e-10,9.392732124846275e-10,21,19,-4.2,2024/06/Data_0618/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-078.hdf5,-5.1267087640904075e-08,1.2666084864773851e-09,5.2149351081846495e-06,1.2666084864773851e-09,-0.0098308198620616,0.0002428927042086,Wsc=0.9um-NNE_diode-angle_20mT_-4.2V/data.csv
345.0,-2.648903936335032e-06,2.592853287060009e-06,-4.687276538865502e-05,-4.176739572688613e-07,-2.648829658926745e-06,2.5922764319422914e-06,6.16022004285495e-10,7.17110106838562e-10,21,19,-4.2,2024/06/Data_0618/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-078.hdf5,-5.6553226984453425e-08,9.453729502656252e-10,5.241106090869037e-06,9.453729502656252e-10,-0.0107903228829844,0.0001803871105952,Wsc=0.9um-NNE_diode-angle_20mT_-4.2V/data.csv
360.0,-2.656439621728128e-06,2.5979921150701303e-06,-4.9953666310767575e-05,-3.320848388231377e-06,-2.656943865678142e-06,2.597307191506745e-06,7.220662346885186e-10,1.0262760014424763e-09,21,19,-4.2,2024/06/Data_0618/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-078.hdf5,-5.963667417139677e-08,1.254839463203964e-09,5.254251057184888e-06,1.254839463203964e-09,-0.0113501759855664,0.0002388390419924,Wsc=0.9um-NNE_diode-angle_20mT_-4.2V/data.csv
0.0,-3.705345920316616e-06,3.701669839933173e-06,-5.894261121902644e-05,-7.796025453441487e-06,-3.705295766504705e-06,3.7017989686626457e-06,1.5603663234150795e-09,1.925810139172613e-09,19,19,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-125.hdf5,-3.4967978420593543e-09,2.478606010520416e-09,7.407094735167351e-06,2.478606010520416e-09,-0.0004720876358523,0.0003346259735212,Wsc=0.9um-NNE_diode-angle_20mT_-2.6V/data.csv
15.0,-3.699120158798696e-06,3.696583296008193e-06,-6.403547731723833e-05,-1.2394782053039454e-05,-3.7005180692057695e-06,3.697132593405881e-06,1.3569755901028175e-09,1.334299535340936e-09,17,21,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-125.hdf5,-3.385475799889399e-09,1.9030864410598716e-09,7.397650662611651e-06,1.9030864410598716e-09,-0.0004576420209999,0.0002572555432991,Wsc=0.9um-NNE_diode-angle_20mT_-2.6V/data.csv
30.0,-3.6778772475985615e-06,3.680739145401377e-06,-6.775804636147962e-05,-1.6738107344771192e-05,-3.6789543287476313e-06,3.6796426564831184e-06,1.8398241920257473e-09,1.2450570211616891e-09,17,21,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-125.hdf5,6.883277354871331e-10,2.2215130077285646e-09,7.35859698523075e-06,2.2215130077285646e-09,9.354062151639204e-05,0.0003018935568704,Wsc=0.9um-NNE_diode-angle_20mT_-2.6V/data.csv
45.0,-3.6454032611317896e-06,3.653078768714653e-06,-6.668195166685072e-05,-1.6592843597176638e-05,-3.645462380435661e-06,3.652170575551516e-06,1.3495326316496623e-09,1.7287055758636512e-09,17,21,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-125.hdf5,6.708195115855104e-09,2.1930939997887326e-09,7.297632955987177e-06,2.1930939997887326e-09,0.0009192289001533,0.0003005214073628,Wsc=0.9um-NNE_diode-angle_20mT_-2.6V/data.csv
60.0,-3.612891043154473e-06,3.621226025646606e-06,-7.005936659672241e-05,-1.976230320446373e-05,-3.6134818133722665e-06,3.621387790334075e-06,1.2877955214211767e-09,1.3662838574894603e-09,17,21,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-125.hdf5,7.905976961808491e-09,1.8775379847632164e-09,7.234869603706341e-06,1.8775379847632164e-09,0.0010927601179927,0.0002595125010695,Wsc=0.9um-NNE_diode-angle_20mT_-2.6V/data.csv
75.0,-3.589936214057397e-06,3.5974795012706045e-06,-7.131169341614335e-05,-2.2784468336214693e-05,-3.58965020111596e-06,3.595859134596773e-06,1.3126845053837683e-09,2.170338771291133e-09,17,23,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-125.hdf5,6.208933480813324e-09,2.5364366723504323e-09,7.185509335712733e-06,2.5364366723504323e-09,0.0008640909350648,0.0003529934345312,Wsc=0.9um-NNE_diode-angle_20mT_-2.6V/data.csv
90.0,-3.5829107855106453e-06,3.585879431618532e-06,-6.31730413575409e-05,-1.4372404990282632e-05,-3.582471310993113e-06,3.5852943231204693e-06,9.214551812160539e-10,1.613265716113262e-09,17,21,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-125.hdf5,2.8230121273563162e-09,1.8578767240525798e-09,7.167765634113583e-06,1.8578767240525798e-09,0.0003938482745474,0.0002591988860941,Wsc=0.9um-NNE_diode-angle_20mT_-2.6V/data.csv
105.0,-3.5917941218253047e-06,3.588333781853934e-06,-6.582516644472484e-05,-1.70250516987268e-05,-3.592867065648368e-06,3.590307035716165e-06,1.452624279086326e-09,1.938457439426305e-09,17,21,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-125.hdf5,-2.5600299322028947e-09,2.422340715229436e-09,7.1831741013645326e-06,2.422340715229436e-09,-0.0003563925774424,0.0003372243015252,Wsc=0.9um-NNE_diode-angle_20mT_-2.6V/data.csv
120.0,-3.613256729277799e-06,3.608318311901887e-06,-7.246101818129124e-05,-2.3451226571501608e-05,-3.6133924517655215e-06,3.608119838039009e-06,9.113525571979963e-10,1.9729805012372952e-09,17,23,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-125.hdf5,-5.272613726512701e-09,2.1732960087788078e-09,7.22151228980453e-06,2.1732960087788078e-09,-0.0007301259784542,0.0003009475717602,Wsc=0.9um-NNE_diode-angle_20mT_-2.6V/data.csv
135.0,-3.6428689673136072e-06,3.637858288689687e-06,-6.06811048734202e-05,-1.104536334308579e-05,-3.641617629640277e-06,3.637350275482249e-06,1.4421380178221344e-09,2.078611601617728e-09,17,21,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-125.hdf5,-4.267354158028033e-09,2.529898862173698e-09,7.278967905122527e-06,2.529898862173698e-09,-0.0005862581362702,0.0003475629141261,Wsc=0.9um-NNE_diode-angle_20mT_-2.6V/data.csv
150.0,-3.670973957546036e-06,3.671304963207583e-06,-6.0994870262826814e-05,-1.079120772532067e-05,-3.670971008569424e-06,3.672635334728045e-06,9.061995330107055e-10,1.7274083432238202e-09,19,21,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-125.hdf5,1.6643261586207882e-09,1.950676082251506e-09,7.34360634329747e-06,1.950676082251506e-09,0.0002266360805328,0.0002656291801546,Wsc=0.9um-NNE_diode-angle_20mT_-2.6V/data.csv
165.0,-3.695381223168148e-06,3.700516495818096e-06,-5.775471766729828e-05,-7.167070756126247e-06,-3.695090121374757e-06,3.7008138496392654e-06,1.26419684738635e-09,2.107253892021456e-09,19,19,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-125.hdf5,5.723728264508376e-09,2.4573792207107883e-09,7.3959039710140225e-06,2.4573792207107883e-09,0.0007739051624981,0.0003322622854812,Wsc=0.9um-NNE_diode-angle_20mT_-2.6V/data.csv
180.0,-3.707886869881238e-06,3.7181065052482008e-06,-5.60091962149052e-05,-5.411817474609297e-06,-3.7066322307405567e-06,3.7171040920448055e-06,1.1923577214383835e-09,1.3344825112392995e-09,19,19,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-125.hdf5,1.047186130424877e-08,1.7895699228242747e-09,7.423736322785362e-06,1.7895699228242747e-09,0.0014105917625479,0.0002410607846814,Wsc=0.9um-NNE_diode-angle_20mT_-2.6V/data.csv
195.0,-3.704429241776944e-06,3.713071309383328e-06,-5.000090032130766e-05,6.940778852136832e-07,-3.7038774481768153e-06,3.7144703397452393e-06,1.4628737309142474e-09,1.844002572849049e-09,21,19,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-125.hdf5,1.0592891568424007e-08,2.3537937550416104e-09,7.418347787922055e-06,2.3537937550416104e-09,0.0014279313765351,0.0003172938532959,Wsc=0.9um-NNE_diode-angle_20mT_-2.6V/data.csv
210.0,-3.685745399129475e-06,3.6912644807938414e-06,-4.8603167075435696e-05,1.1037868508301783e-06,-3.685787196045809e-06,3.69206906215884e-06,1.2383316986237031e-09,1.342164837140967e-09,21,19,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-125.hdf5,6.281866113030955e-09,1.8261631487558563e-09,7.377856258204649e-06,1.8261631487558563e-09,0.0008514486990777,0.0002475195702921,Wsc=0.9um-NNE_diode-angle_20mT_-2.6V/data.csv
225.0,-3.657895633325412e-06,3.658386475438445e-06,-5.116182868872583e-05,-1.3274693914517384e-06,-3.658107580702271e-06,3.658860956014308e-06,1.1261278265077931e-09,7.276288123290092e-10,19,19,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-125.hdf5,7.53375312037214e-10,1.3407488840817624e-09,7.3169685367165795e-06,1.3407488840817624e-09,0.0001029627650107,0.0001832383021002,Wsc=0.9um-NNE_diode-angle_20mT_-2.6V/data.csv
240.0,-3.625939748125435e-06,3.626947231242567e-06,-4.2143449992697794e-05,6.222376799712782e-06,-3.625746055801804e-06,3.626557422480073e-06,1.307712602032852e-09,8.39959001289404e-10,21,17,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-125.hdf5,8.113666782688295e-10,1.554234014993439e-09,7.252303478281877e-06,1.554234014993439e-09,0.0001118770995585,0.0002143090163524,Wsc=0.9um-NNE_diode-angle_20mT_-2.6V/data.csv
255.0,-3.599382589668076e-06,3.601167189015301e-06,-3.7421942061680095e-05,1.0324232410273602e-05,-3.5990379462296946e-06,3.601644698441372e-06,1.7538758724916423e-09,5.552241349083005e-10,23,17,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-125.hdf5,2.606752211677469e-09,1.8396614949748198e-09,7.200682644671067e-06,1.8396614949748198e-09,0.0003620145950476,0.0002554843347921,Wsc=0.9um-NNE_diode-angle_20mT_-2.6V/data.csv
270.0,-3.587513133918954e-06,3.593161712140349e-06,-4.984398070215959e-05,-2.471655953040501e-06,-3.586879884203576e-06,3.5931824559760942e-06,1.423168808487186e-09,1.3753669795757963e-09,21,19,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-125.hdf5,6.302571772518141e-09,1.979152289733735e-09,7.18006234017967e-06,1.979152289733735e-09,0.0008777878901202,0.0002756456641244,Wsc=0.9um-NNE_diode-angle_20mT_-2.6V/data.csv
285.0,-3.588423499443517e-06,3.601207292488901e-06,-4.2923740314184354e-05,4.652388925512342e-06,-3.588468692145702e-06,3.600282812215166e-06,1.1879422909422667e-09,1.524068710564524e-09,21,17,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-125.hdf5,1.1814120069463916e-08,1.9323540879277203e-09,7.188751504360868e-06,1.9323540879277203e-09,0.001643417506127,0.0002688028228858,Wsc=0.9um-NNE_diode-angle_20mT_-2.6V/data.csv
300.0,-3.6060748115972737e-06,3.620957483305402e-06,-3.8440098064992986e-05,1.0177033498515698e-05,-3.605436319046236e-06,3.6211592061087e-06,1.8137701287181143e-09,1.030963198361295e-09,23,17,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-125.hdf5,1.5722887062463837e-08,2.08629988165783e-09,7.226595525154936e-06,2.08629988165783e-09,0.0021756976722627,0.0002886981583938,Wsc=0.9um-NNE_diode-angle_20mT_-2.6V/data.csv
315.0,-3.633983717799734e-06,3.6460029851723776e-06,-4.465822175440306e-05,4.299498399096503e-06,-3.63492340722905e-06,3.64716292193017e-06,1.5731757905446895e-09,1.327621046106303e-09,21,17,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-125.hdf5,1.2239514701120131e-08,2.0585090988432143e-09,7.28208632915922e-06,2.0585090988432143e-09,0.0016807703380431,0.0002826816263123,Wsc=0.9um-NNE_diode-angle_20mT_-2.6V/data.csv
330.0,-3.665415717950271e-06,3.673980586771111e-06,-4.775122181318213e-05,2.0215792362368223e-06,-3.667194200952041e-06,3.673410622357315e-06,1.613152790309598e-09,1.2967208681156832e-09,21,17,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-125.hdf5,6.216421405274136e-09,2.0697214630694473e-09,7.340604823309356e-06,2.0697214630694473e-09,0.0008468541155538,0.0002819552686802,Wsc=0.9um-NNE_diode-angle_20mT_-2.6V/data.csv
345.0,-3.692940189512717e-06,3.6954528952028033e-06,-5.068962442908372e-05,-2.984292574273174e-07,-3.693235449740624e-06,3.694945892693168e-06,1.4965043969685823e-09,1.412211109535786e-09,19,19,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-125.hdf5,1.7104429525447662e-09,2.0576359318505774e-09,7.388181342433792e-06,2.0576359318505774e-09,0.0002315106889324,0.0002785037198768,Wsc=0.9um-NNE_diode-angle_20mT_-2.6V/data.csv
360.0,-3.707780417388509e-06,3.705382997624488e-06,-5.911037149461949e-05,-7.839223225263734e-06,-3.7057888680236056e-06,3.7048902315789992e-06,2.066162089422665e-09,1.0561950768580123e-09,19,19,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-125.hdf5,-8.986364446063135e-10,2.320468448427285e-09,7.410679099602605e-06,2.320468448427285e-09,-0.0001212623610506,0.0003131249423028,Wsc=0.9um-NNE_diode-angle_20mT_-2.6V/data.csv
0.0,-3.855522365408708e-06,3.915674112618159e-06,-6.521458128598915e-05,-1.779392150092669e-05,-3.853074137568524e-06,3.915298312439121e-06,1.8620421734505157e-09,1.6673372327630891e-09,15,19,0.0,2024/07/Data_0702/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-138.hdf5,6.222417487059638e-08,2.499442838607516e-09,7.768372450007644e-06,2.499442838607516e-09,0.0080099371227412,0.0003217563311233,Wsc=0.9um-NNE_diode-angle_20mT_0.0V/data.csv
15.0,-3.850644723115576e-06,3.910899357400408e-06,-6.7388440252408e-05,-1.968181182244391e-05,-3.849179567586661e-06,3.9105017387705885e-06,1.845954390888069e-09,2.5033532204833782e-09,15,19,0.0,2024/07/Data_0702/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-138.hdf5,6.132217118392707e-08,3.1103576900002104e-09,7.759681306357249e-06,3.1103576900002104e-09,0.0079026662001811,0.0004008482681075,Wsc=0.9um-NNE_diode-angle_20mT_0.0V/data.csv
30.0,-3.831004926736181e-06,3.891486900639001e-06,-7.380248617324474e-05,-2.7224964085879213e-05,-3.833120050156689e-06,3.8922582821197095e-06,1.879293104190244e-09,1.8944466086053716e-09,13,21,0.0,2024/07/Data_0702/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-138.hdf5,5.9138231963020855e-08,2.6684584546725473e-09,7.725378332276397e-06,2.6684584546725473e-09,0.0076550596513756,0.0003454247189588,Wsc=0.9um-NNE_diode-angle_20mT_0.0V/data.csv
45.0,-3.812094803928725e-06,3.865791313407698e-06,-7.400400007081838e-05,-2.736414824624617e-05,-3.8141512706713175e-06,3.86644554458427e-06,2.015086024654594e-09,2.470820162256914e-09,13,21,0.0,2024/07/Data_0702/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-138.hdf5,5.2294273912952224e-08,3.188341882699146e-09,7.680596815255588e-06,3.188341882699146e-09,0.0068086211489558,0.0004151260455444,Wsc=0.9um-NNE_diode-angle_20mT_0.0V/data.csv
60.0,-3.791451859645457e-06,3.835705924521104e-06,-7.847611783733944e-05,-3.211425081295446e-05,-3.792335091408782e-06,3.833372256696427e-06,1.7521319255532594e-09,2.759391156767215e-09,13,21,0.0,2024/07/Data_0702/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-138.hdf5,4.103716528764491e-08,3.268670347494235e-09,7.625707348105209e-06,3.268670347494235e-09,0.0053814240980335,0.0004286445214635,Wsc=0.9um-NNE_diode-angle_20mT_0.0V/data.csv
75.0,-3.783636066941291e-06,3.8057904038528246e-06,-8.278552854537994e-05,-3.673169835136928e-05,-3.782570717104193e-06,3.805070586060063e-06,1.616590353774586e-09,1.6867586406678543e-09,11,19,0.0,2024/07/Data_0702/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-138.hdf5,2.2499868955870057e-08,2.336347380802929e-09,7.587641303164256e-06,2.336347380802929e-09,0.0029653311295154,0.0003079161967998,Wsc=0.9um-NNE_diode-angle_20mT_0.0V/data.csv
90.0,-3.785751659042173e-06,3.786428190036943e-06,-8.37915994737472e-05,-3.796653304937188e-05,-3.7860553266206016e-06,3.7857553907811054e-06,1.6528602772834372e-09,2.330857531163541e-09,11,19,0.0,2024/07/Data_0702/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-138.hdf5,-2.999358394961525e-10,2.857419102407499e-09,7.571810717401707e-06,2.857419102407499e-09,-3.9612168170928144e-05,0.0003773759291264,Wsc=0.9um-NNE_diode-angle_20mT_0.0V/data.csv
105.0,-3.801397324973123e-06,3.777579591422504e-06,-8.150214063109543e-05,-3.648676035063243e-05,-3.800383784622513e-06,3.777683153050837e-06,1.667910084992631e-09,2.690456264874806e-09,15,19,0.0,2024/07/Data_0702/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-139.hdf5,-2.2700631571676165e-08,3.165514012735407e-09,7.57806693767335e-06,3.165514012735407e-09,-0.0029955702105009,0.0004177223877164,Wsc=0.9um-NNE_diode-angle_20mT_0.0V/data.csv
120.0,-3.826602751970865e-06,3.78577690568182e-06,-7.526259015533191e-05,-2.9495703716758343e-05,-3.827628500030992e-06,3.78547981530577e-06,1.593368702803726e-09,1.2269102338673244e-09,17,17,0.0,2024/07/Data_0702/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-139.hdf5,-4.2148684725221974e-08,2.011002870471049e-09,7.613108315336762e-06,2.011002870471049e-09,-0.0055363306259957,0.0002641540887793,Wsc=0.9um-NNE_diode-angle_20mT_0.0V/data.csv
135.0,-3.856500414321412e-06,3.8048892836486815e-06,-7.335268749145192e-05,-2.7461599181539725e-05,-3.858143748816298e-06,3.8035933652484414e-06,1.4963750312637795e-09,1.824101930819007e-09,17,17,0.0,2024/07/Data_0702/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-139.hdf5,-5.4550383567856375e-08,2.3593401806876652e-09,7.66173711406474e-06,2.3593401806876652e-09,-0.0071198453765423,0.000307945828064,Wsc=0.9um-NNE_diode-angle_20mT_0.0V/data.csv
150.0,-3.885986080717974e-06,3.8256865609355005e-06,-6.848919587503324e-05,-2.2318704045002337e-05,-3.887081291134052e-06,3.82601884443195e-06,1.852537769712997e-09,8.043852783295422e-10,17,15,0.0,2024/07/Data_0702/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-139.hdf5,-6.106244670210189e-08,2.0196365673572317e-09,7.713100135566003e-06,2.0196365673572317e-09,-0.0079167190401866,0.0002618531875203,Wsc=0.9um-NNE_diode-angle_20mT_0.0V/data.csv
