VectorMagnet - Field Z,ic-,ic+,datafile,rmse-,rmse+,delta,sigma,delta_err,sigma_err,eta,eta_err
0.0199999999999999,-5.0750000000000005e-06,5.475000000000001e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-079.hdf5,2.5e-08,2.5e-08,4.000000000000004e-07,1.0550000000000002e-05,3.535533905932737e-08,3.535533905932737e-08,0.0379146919431279,0.0033536248346066
0.0249999999999999,-4.9000000000000005e-06,5.4e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-079.hdf5,2.5e-08,2.5e-08,4.999999999999994e-07,1.03e-05,3.535533905932737e-08,3.535533905932737e-08,0.0485436893203883,0.0034365992033432
0.0299999999999999,-4.775e-06,5.35e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-079.hdf5,2.5e-08,2.5e-08,5.749999999999996e-07,1.0125e-05,3.535533905932737e-08,3.535533905932737e-08,0.05679012345679,0.003497511677787
0.0349999999999999,-4.625e-06,5.325e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-079.hdf5,2.5e-08,2.5e-08,7.000000000000001e-07,9.95e-06,3.535533905932737e-08,3.535533905932737e-08,0.0703517587939698,0.0035620828536509
0.0399999999999999,-4.5e-06,5.35e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-079.hdf5,2.5e-08,2.5e-08,8.499999999999995e-07,9.85e-06,3.535533905932737e-08,3.535533905932737e-08,0.0862944162436547,0.0036027142802614
0.0449999999999999,-4.325e-06,5.225000000000001e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-079.hdf5,2.5e-08,2.5e-08,9.000000000000007e-07,9.550000000000002e-06,3.535533905932737e-08,3.535533905932737e-08,0.0942408376963351,0.0037185333316458
0.0499999999999999,-4.2e-06,5.225000000000001e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-079.hdf5,2.5e-08,2.5e-08,1.0250000000000012e-06,9.425e-06,3.535533905932737e-08,3.535533905932737e-08,0.1087533156498675,0.0037733478293734
0.0549999999999999,-3.975e-06,5.125e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-079.hdf5,2.5e-08,2.5e-08,1.15e-06,9.1e-06,3.535533905932737e-08,3.535533905932737e-08,0.1263736263736263,0.0039161031172849
0.0599999999999999,-3.825e-06,4.975000000000001e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-079.hdf5,2.5e-08,2.5e-08,1.1500000000000008e-06,8.8e-06,3.535533905932737e-08,3.535533905932737e-08,0.1306818181818182,0.0040518131399569
0.0649999999999999,-3.65e-06,4.825e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-079.hdf5,2.5e-08,2.5e-08,1.1750000000000002e-06,8.475000000000001e-06,3.535533905932737e-08,3.535533905932737e-08,0.1386430678466076,0.0042116247875824
0.0699999999999999,-3.5e-06,4.675e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-079.hdf5,2.5e-08,2.5e-08,1.1750000000000002e-06,8.175e-06,3.535533905932737e-08,3.535533905932737e-08,0.1437308868501529,0.0043692559664155
0.0749999999999999,-3.45e-06,4.625e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-079.hdf5,2.5e-08,2.5e-08,1.1749999999999998e-06,8.075e-06,3.535533905932737e-08,3.535533905932737e-08,0.1455108359133126,0.0044244798645572
0.0799999999999999,-3.3e-06,4.525000000000001e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-079.hdf5,2.5e-08,2.5e-08,1.2250000000000006e-06,7.825e-06,3.535533905932737e-08,3.535533905932737e-08,0.1565495207667732,0.0045732851899059
0.0849999999999999,-3.25e-06,4.425e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-079.hdf5,2.5e-08,2.5e-08,1.1750000000000002e-06,7.675e-06,3.535533905932737e-08,3.535533905932737e-08,0.1530944625407166,0.0046602302360754
0.0899999999999999,-3.1500000000000003e-06,4.2750000000000006e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-079.hdf5,2.5e-08,2.5e-08,1.1250000000000002e-06,7.425000000000001e-06,3.535533905932737e-08,3.535533905932737e-08,0.1515151515151515,0.0048160080486505
